Data_Quality_Notes,type,title,director,cast,release_year,rating,Duration_Value,Duration_Unit,listed_in,description,Data_Quality_Notes
s9352,Movie,Bagdad Cafe,Percy Adlon,"Marianne Sagebrecht, Cch Pounder, Jack Palance, Christine Kaufmann, Monica Calhoun, Darron Flagg, George Aguilar, G. Smokey Campbell, Hans Stadbaur, Alan S. Craig, Apesanahkwat, Ronald Lee Jarvis, Mark Daneri, Ray Young, Gary Lee Davis",1988,Pg,92,Min,"Comedy, Drama","Bagdad Cafe Is A Rusty Gas Pump, A Greasy Spoon And An Oasis Amid The Dunes In This Offbeat Comedy About Mismatched Characters Who Find Paradise Off The Beaten Track. A Bittersweet But Delightful Comedy From Writer-Director Percy Adlon.",
s9353,Movie,Attack of the Unknown,Brandon Slagle,"Richard Grieco, Jolene Andersen, Douglas Tait, Tara Reid, Johnny Huang, Robert Donavan",2020,18+,103,Min,"Action, Horror, Science Fiction","A Swat Team Transporting A Crime Syndicate Boss Finds Themselves Trapped Inside A County Detention Center During A Alien Invasion Starring Richard Grieco (21 Jump Street, Tara Reid (American Pie) And Robert Lasardo (General Hospital).",
s9354,Movie,Apology for Murder,Sam Newfield,"Ann Savage, Hugh Beaumont",1945,13+,64,Min,"Drama, Suspense","When A Reporter Helps His Girlfriend Murder Her Rich Husband, An Innocent Man Gets The Blame And Faces Execution.",
s9355,TV Show,Amnesia,Not Mentioned,"Anthony Calf, John Hannah, Jemma Redgrave, Brendan Coyle, Beatriz Batarda",2004,16+,1,Season,Tv Shows,"When Detective Sergeant Mackenzie Stone'S Wife Disappeared Without A Trace Five Years Ago, His Life Imploded. Meanwhile, For The Last Five Years John Dean Has Suffered From Total Amnesia Following A Head Injury. He Has Rebuilt His Life, Running A Small Shipyard Repair Shop With New Wife Jenna. Stone'S Continual Search Of Missing Person Records Causes Their Paths To Cross.",
s9356,Movie,All That Matters,Alfred Robbins,"Christopher Martin, Pamela Ricardo, Monyetta Shaw, Jessica E. Brandon",2021,18+,80,Min,"Comedy, Romance","""All That Matters"" Is About An Insurance Adjuster Who Wants To Be A Travel Blogger.",
s9357,Movie,Zombie Massacre,"Luca Boni, Marco Ristori","Christian Boeving, Mike Mitchell, Tara Cardinal",2013,18+,91,Min,"Action, Horror, Science Fiction",A Team Of Soldiers Who Are Assembled To Help End A Zombie Outbreak In A Romanian Town.,
s9358,Movie,Videola,Alyssa Rallo Bennett,"Sean Young, Gil Zabarsky, Janet Zarish, Micheal Pemberton, Samantha Rothermel, Taylor Pfenning, Adrienne Pluta, Jordan Myrick",2016,13+,72,Min,Drama,"A Family With A Grisly Secret, Led By Their Troubled Matriarch (Sean Young), Struggles To Keep Their Vintage Local Video Store Afloat While In Search For Their Missing Twin Daughter, Who Pulls Them All Into A Global Underworld Of Crime And Mixed Morals. A Mysterious Figure, With A Vision Of The World Riding The Line Between Better And Worse, Provides A Possible Outlet For The Family In Need.",
s9359,Movie,Unspeakable,Thomas J. Wright,"Pavan Grover, Michelle Wolff, Dina Meyer, Lance Henricksen, Dennis Hopper, Mark Voltura, Jeff Fahey",2003,R,109,Min,"Drama, Horror, Suspense","Unspeakable Is A Tense And Terrifying Psycho-Thriller That Explodes And Reconstructs A Classic Story, A Compelling And Modern Retelling Of Beauty And The Beast Set In The Extreme Life Of Death Row.",
s9360,Movie,Top Five,Chris Rock,"Chris Rock, Rosario Dawson, Gabrielle Union, Cedric The Entertainer, J.B. Smoove, Tracy Morgan, Kevin Hart",2014,R,102,Min,Comedy,"Written, Directed And Starring Chris Rock, Top Five Tells The Story Of New York City Comedian-Turned-Film Star Andre Allen, Whose Unexpected Encounter With A Journalist Forces Him To Confront The Comedy Career-And The Past-That He'S Left Behind.",
s9361,Movie,Timber the Treasure Dog,Ari Novak,"Kix Brooks, Wilford Brimley, J.D. Hoppe",2016,Pg,89,Min,"Action, Kids","If Adventure Has A Name And Is A Dog, It'S Timber The Treasure Dog! Timber Is An Energetic Alaskan Husky Who Shows Up At The Doorstep Of Mikey Jones, A 12-Year-Old Boy Living With His 16-Year-Old Sister, Clair And His Father, Emmet At Their Ranch In Montana. Left To Mikey By His Grandpa, Timber Arrives Just In Time Because This Family Needs His Help And Fast!",
s9362,Movie,TikTok,Avani Dias,Not Mentioned,2021,13+,43,Min,"Documentary, Special Interest","Tiktok: It'S The Social Media App Which Has Come To Define Our Perception Of Gen Z, And Which Has Firmly Embedded Itself Within The Covid-Era Zeitgeist. A Phenomenally Popular Platform, More Than A Billion Users Scroll Through Its Endless Feeds, And It'S Turned Ordinary People Into Overnight Internet Stars.",
s9363,TV Show,This is Us,Not Mentioned,Not Mentioned,2020,16+,4,Seasons,Tv Shows,"This Is Us Chronicles The Pearson Family Across The Decades And Reveals How The Tiniest Events In Our Lives Impact Who We Become And Can Transcend Time, Distance And Even Death.",
s9364,Movie,The Right Kind of Wrong,"Ryan Kwanten, Sara Canning","Ryan Kwanten, Kristen Hager, Maria Menounos, Jamani",2014,R,97,Min,"Arthouse, Comedy","A Failed-Writer-Turned-Dishwasher Made Famous For His Many Flaws And Shortcomings In His Ex-Wife'S Blog, ""Why You Suck,"" Meets The Girl Of His Dreams... On The Day She Is Marrying The Perfect Man.",
s9365,Movie,The Passion of The Christ,Mel Gibson,"Jim Caviezel, Monica Bellucci, Maia Morgenstern",2004,R,127,Min,Drama,"Depicts The Final Twelve Hours In The Life Of Jesus Of Nazareth, On The Day Of His Crucifixion In Jerusalem.",
s9366,Movie,The Pack,Alyssa Rallo Bennett,"Lucie Arnaz, Fiona Choi, Molly Culver, Adam Ferrara, Zach Galligan, Ryan Homchick, Jennifer Mccabe, Elisabeth Moss, Michael Pemberton, Roger Robinson",2009,13+,84,Min,Drama,"In A Legally Plausible Case, Inspired By True Events, An Ambitious Assistant District Attorney Prosecutes A Wife And Mother (Lucie Arnaz) For Murder After Her Forty-Seven-Year-Old Husband Dies Of Lung Cancer, Potentially Caused By Her Second-Hand Smoke. The Case Is Further Complicated As The Da Loops In The Woman'S Twenty-Four-Year-Old Son To Testify Against His Mother.",
s9367,Movie,The Human Solution,Mirtha Vega,"David Chafer, Shobi Rae Mclean, Arthur Velarde",2021,13+,100,Min,Drama,"A Harrowing Family Drama Plays Out, When August Persson, A Doctor And Participant In The Eugenics Program Of 1930'S Sweden, Reunites With His Estranged Wife, Who He Discovers Is Pregnant. August'S Life Is Turned Upside Down When His Wife Dies In Childbirth, Leaving Behind A Mixed-Race Baby Girl He Decides To Raise As His Own. Recipient Of The Reframe Stamp For Gender-Balanced Production.",
s9368,Movie,The Girl Who Killed Her Parents,Mauricio Eça,"Gabi Lopes, Carla Diaz, Leonardo Medeiros, Augusto Madeira, Vera Zimmermann",2021,Nr,85,Min,Drama,"A Psychological Thriller Surrounding The Real Murders Of Manfred And Marísia Von Richthofen Orchestrated By Their Own Daughter, Suzane, Along With Her Boyfriend And Brother-In-Law, The Cravinhos Brothers.",
s9369,TV Show,The Exorcist,Not Mentioned,Not Mentioned,2017,18+,2,Seasons,Tv Shows,"Opening An Entirely New Chapter In The Iconic Franchise, Season Two Of The Exorcist Finds Father Tomas Ortega (Alfonso Herrera) And A Newly Collarless Marcus Keane (Ben Daniels) Out Of Chicago And Heading West, On A Collision Course With Hell.",
s9370,Movie,The Boy Who Killed My Parents,Mauricio Eça,"Gabi Lopes, Carla Diaz, Leonardo Medeiros, Augusto Madeira, Vera Zimmermann",2021,Nr,88,Min,Drama,The Boy Who Killed My Parents Presents De Suzane Von Richthofen'S Point Of View Of The Events That Led To The Death Of Her Parents. A Real Crime Drama About One Of The Most Shocking Murder Cases Of Brazil.,
s9371,Movie,Terror Trap,Dan Garcia,"David James Elliott, Heather Marie Marsden, Michael Madsen, Jeff Fahey",2010,R,85,Min,Suspense,"While Driving At Night, The Car Of Estranged Couple Don And Nancy Is Hit Twice By Another Car In The Middle Of Nowhere. Nancy Asks For Help And Sheriff Cleveland Offers To Take Them To The Nearby Motel Royal Vista. The Couple Is Disturbed By Noises And Screams From Inside The Next Room, But Soon They Realize That They Are Part Of A Sick And Deadly Game, And Their Lives Are Threatened.",
s9372,TV Show,Startup,Not Mentioned,Not Mentioned,2016,18+,3,Seasons,Tv Shows,"Forced To Fund A Tech Company With Dirty Money From Unsuspecting Places While Forming Ties With A Dangerous Haitian Gang, The Fight To Build A Business Pales In Comparison To The Fight To Stay Alive, Especially When There'S A Vehement Fbi Agent Who Wields The Power To Make Or Break Those He Comes In Contact With – And Not Always For The Right Reasons.",
s9373,Movie,Sight Unseen,Greydon Clark,"Susan Blakely, Wings Hauser, Edward Albert",1990,16+,94,Min,"Horror, Suspense",A Rich Woman Becomes Paranoid After Losing Her Daughter To A So-Called Kabuki Killer.,
s9374,Movie,Secret of NIMH 2: Timmy to the Rescue,Dick Sebast,"Andrew Ducote, Andrea Martin, Arthur Malet, Dom Deluise, Darleen Carr, Eric Idle, Harvey Korman, Peter Macnicol, Ralph Macchio, William H. Macy, Jamie Cronin",1998,G,69,Min,"Animation, Kids","The Rats And Mice, Made Intellectually Superior In The Original Secret Of N.I.M.H., Return To Thorn Valley To Groom Their Destined Leader - Young Timmy Brisby.",
s9375,Movie,Prometheus (4K UHD),Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron, Sean Harris",2012,R,124,Min,Science Fiction,"A Team Of Explorers Discover A Clue To The Origins Of Mankind On Earth, Leading Them On A Journey Through The Universe. There, They Must Fight A Battle To Save The Future Of The Human Race.",
s9376,Movie,Prometheus,Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron",2012,R,124,Min,"Horror, Science Fiction, Suspense",Hd. A Space Crew Journeys To A Remote World In Search Of Man'S Origins In Ridley Scott'S Thrilling Sci-Fi Opus.,
s9377,Movie,Nootokka Jillala Andagadu,Rachakonda Vidyasagar,"Avasarala Srinivas, Ruhani Sharma",2021,All,119,Min,"Comedy, Drama","Gotti Satyanarayana Or Gsn, A Man With Premature Baldness Is Unmarried And Works At A Real Estate Company. There He Meets The Beautiful Anjali, And The Sparks Fly Between The Two. Gsn Keeps His Baldness Hidden From Anjali And The People Around Him. What Happens Once His Secret Gets Out? Will Anjali Still Be With Him? Forms The Rest Of The Story.",
s9378,Movie,Noddy Saves Christmas,Davis Doi,Not Mentioned,2004,G,26,Min,"Animation, Special Interest","As Snow-Covered Toy Town Excitedly Prepares For Christmas, Noddy'S Mission Is To Finally Meet Santa Claus. On A Visit To Big-Ear'S House, Noddy'S Wish Actually Comes True! But Santa Claus Is In Big Trouble! With His New Friends Santa And Dasher The Reindeer, Noddy Goes On A Whirlwind Adventure To Save Christmas...!",
s9379,Movie,New France,Jean Beaudin,"Noémie Godin-Vigneau, David La Haye, Juliette Gosselin, Sébastien Huberdeau, Gérard Depardieu",2005,Pg-13,137,Min,"Documentary, Drama","In The Mid-18Th Century, As England And France Battle Over Control Of Canada, An Epic Romance Between A Peasant Woman And A Trapper Unfurls.",
s9380,Movie,Morphle Halloween Special - The Halloween Candy Magic Pet,Not Mentioned,Not Mentioned,2021,All,22,Min,"Animation, Kids","Join Mila And Morphle On A Mystery-Filled Halloween Adventure! Jam-Packed With Morphs, Costumes, Twists Turns And Spooky Morphing Fun. This 22-Minute Halloween Special Will Be A Kooky, Spooky Ride! We Meet The New Magic Pet Candyray Who Can Turn Anything Or Anyone Into Candy!",
s9381,Movie,Maradona - the hand of god,Marco Risi,"Marco Leonardi, Juan Leyrado, Julieta Diaz, Roly Serrano, Luis Machin",2007,13+,113,Min,"Drama, Sports","The Life Of The Former Football Player Diego Armando Maradona Is Recreated In This Film, From His Childhood Up To His First Heart Attack And His Firm Decision Of Recovering Himself, Passing Through His Stage Of Largest Football Glory When He Was Awarded With Ten Titles. This Helped Him To Be Chosen, In 2000, As The Best Athlete In The Century, In A Vote Promoted By The Fifa.",
s9382,Movie,Love and Love Only,Julian Karikalan,"Rohit Kalia, Georgia Nicholas",2021,13+,131,Min,"Drama, Romance","When A Rich Indian International Student Falls For A Working-Class Australian Girl, Who Is Crazily In Love With Him, How Will He Handle The Cultural Differences And Succeed In His Love, Against His Parents' Plans For His Future?",
s9383,Movie,Held up,Arthur Mulholland,"Jon Dore, Kaitlin Olson, Jason Sklar, Samm Levine, Suzy Nakamura",2010,16+,86,Min,Comedy,"Ray (Jon Dore) Is A Bored Bank Teller Who Hates Everything About His Life. Everything Changes When Not 1 But 2 Groups Of Bank Robbers Bust Through The Door. Suddenly, Ray'S Worst Day Has Become His Best Day Ever.",
s9384,Movie,Harlan County War,Tony Bill,"Holly Hunter, Stellan Skarsgård, Ted Levine, Wayne Robson, Alex House, Charlotte Arnold, Ker Wells, Jennifer Irwin, Timothy Burd, Rufus Crawford, Cliff Saunders, Deborah Pollitt, Tom Harvey, Regina Dorsea, Helen Hughes",2000,16+,105,Min,Drama,"A Kentucky Woman Whose Mine-Worker Husband Is Nearly Killed In A Cave-In, And Whose Father Is Slowly Dying Of Black Lung Disease, Joins The Picket Lines For A Long, Violent Strike.",
s9385,Movie,For You I Die,John Reinhardt,"Cathy Downs, Paul Langton, Mischa Auer, Roman Bohnen",1947,13+,75,Min,"Drama, Suspense","A Young Convict, Johnny Coulter, Serving As A Trustee And With Only A Year Remaining On His Sentence, Is Forced To Participate In A Prison Break By One Of The Hardened Criminals. They Separate After The Break But Circumstances Bring Them Together Again. Johnny And A Waitress, Hope Novak, Fall In Love And, Together, They Help The Law Recapture The Escapee And His Henchmen.",
s9386,Movie,Flawless,Joel Schumacher,"Robert De Niro, Philip Seymour Hoffman, Barry Miller, Chris Bauer, Skipp Sudduth, Wilson Jermaine Heredia, Nashom Benjamin, Scott Allen Cooper, Rory Cochrane, Daphne Rubin-Vega, Vincent Laresca, Karina Arroyave, John Enos, Jude Ciccolella",1999,R,111,Min,"Comedy, Drama, Lgbtq","After Suffering A Stroke, A Tough And Highly Conservative Cop-Turned-Security Guard (Robert De Niro) Requires Voice Lessons In Order To Heal, But His Only Option Is His Drag Queen Neighbor (Philip Seymour Hoffman)...Whom He Despises.",
s9387,Movie,Edgar Allan Poe's Requiem for the Damned,"Johnny Bones, Tony Baez Milan, Aaron J. Shelton, Robert Tinnell, Anthony Vingas",Alexander Aloi,2012,16+,87,Min,"Horror, Suspense","Inspired By Five Of Poe'S Most Terrifying Tales, Five Filmmakers Have Banded Together To Create The Ultimate Tribute To The Master: Edgar Allan Poe'S Requiem For The Damned.",
s9388,Movie,Eddie Izzard: Circle,Anastasia Pappas,Eddie Izzard,2002,18+,82,Min,"Arts, Entertainment, And Culture, Comedy, Special Interest","Live Comedy With The Master Of Sublime Weirdness, Eddie Izzard, Recorded In New York, 26 June 2000.",
s9389,Movie,Criminal Mind,Joseph Vittorie,"Frank Rossi, Tahnee Welch, Lance Henriksen",1993,R,92,Min,Suspense,"A Young District Attorney Pays A Visit To His Older Brother, Who Is A Mafia Boss. The Older Brother Forces His Girlfriend And His Brother To Witness A Double Murder, Then Sets Them Up So An Asian Organized Crime Gang Believes They Committed The Murders.",
s9390,Movie,Cracking Up,"Chuck Staley, Rowby Goren","Michael Mislove, Fred Willard, Harry Shearer, Michael Mckean, David L. Lander, Jim Staal, Bob Mclurg, Neil Israel",1977,R,85,Min,Comedy,"California Is Devastated By A Big Earthquake And, In A Series Of Hilarious Vignettes, A Television Station Conducts Interviews With The Citizenry.",
s9391,Movie,Code Red,Valeri Milev,"Paul Logan, Manal El-Feitury, Mya-Lecia Naylor, Julian Kostov",2014,16+,94,Min,"Action, Horror, Science Fiction",A Special Forces Soldier Is Sent Into Bulgaria When A Chemical Agent From Wwii Is Uncovered That Can Reanimate The Dead.,
s9392,Movie,Vallanzasca angel of evil,Michele Placido,"Kim Rossi Stuart, Filippo Timi, Valeria Solarino, Paz Vega, Moritz Bleibtreu",2011,18+,128,Min,"Action, Drama","One Of Italy'S Most Infamous Killers, Renato Vallanzasca Is Serving Four Life Sentences For The Murder Of Multiple Police Officers And Armed Robbery. The Film Is A Biography Of Renato Vallanzasca, The Milanese Thief, Kidnapper And Underworld Matinee Idol Who In The 1970S And Early '80S Embarrassed The Italian Police Before His Final Apprehension And Multiple Life Sentences.",
s9393,Movie,Undergods,Chino Moya,"Geza Rohig, Johann Meyers, Ned Dennehy, Hayley Carmichael, Michael Gould, Khalid Abdalla, Jan Bijvoet, Eric Godon, Tanya Reynolds, Tadhg Murphy, Katariina Unt, Sam Louwyck, Kate Dickie, Adrian Rawlings, Burn Gorman",2021,R,92,Min,"Comedy, Drama, Science Fiction","An Otherworldly Journey Through A Europe In Decline...Undergods Is A Collection Of Darkly Humorous, Fantasy Tales About Failed Societies And Doomed Fortune.",
s9394,TV Show,Two and a Half Men,Not Mentioned,"Ashton Kutcher, Jon Cryer, Amber Tamblyn, Conchata Ferrell",2015,Tv-Nr,11,Seasons,Comedy,"Walden Schmidt And Alan Harper (Ashton Kutcher And Jon Cryer) Have Spent Another Year Searching For The Ideal Life In Their Malibu Beach House. In The 12Th And Final Season, Alan And Walden Will Continue Their Search For True Love, Contentment And The Meaning Of Life. And They May Actually Find A Couple Of Those Things!",
